-0.247263	0.0857153	0.	0
-0.240317	0.0138397	0.	0
-0.192047	0.0619655	0.	0
-0.243687	0.151194	0.	0
-0.307182	0.106498	0.	0
-0.299502	0.0382156	0.	0
-0.183227	0.130592	0.	0
-0.0891733	-0.0893935	0.	0
-0.0251662	-0.0770654	0.	0
-0.117671	-0.0293625	0.	0
-0.0563285	-0.0195689	0.	0
-0.160739	-0.0802095	0.	0
-0.134466	-0.139658	0.	0
-0.0602044	-0.152205	0.	0
-0.0955329	0.672686	0.	0
-0.14868	0.631166	0.	0
-0.0806948	0.731199	0.	0
-0.0832927	0.612764	0.	0
-0.0263152	0.672132	0.	0
-0.153358	0.708208	0.	0
-0.155501	-0.454371	0.	1
0.0850289	-0.405413	0.	1
-0.278338	-0.244523	0.	1
-0.636747	0.362836	0.	1
0.120082	-0.306814	0.	1
-0.389902	-0.649081	0.	1
0.507956	0.230666	0.	1
-0.833406	-0.348414	0.	1
-0.433282	0.280157	0.	1
-0.583741	-0.437015	0.	1
-0.5143	-0.606391	0.	1
-0.603843	0.0857783	0.	1
0.457338	0.390864	0.	1
-0.861811	0.380851	0.	1
0.61373	-0.125526	0.	1
-0.496026	-0.485917	0.	1
0.263514	-0.00785707	0.	1
0.265798	-0.601822	0.	1
0.292372	0.467189	0.	1
0.376258	0.736421	0.	1
0.737413	-0.144295	0.	1
0.448721	0.520387	0.	1
0.478346	-0.682932	0.	1
0.245371	0.746964	0.	1
-0.396195	-0.00375771	0.	1
0.589114	0.292694	0.	1
-0.373264	0.494933	0.	1
0.379275	-0.410056	0.	1
-0.53243	0.429795	0.	1
0.672189	-0.338728	0.	1
0.29157	-0.712241	0.	1
0.0641493	0.205451	0.	1
0.857118	0.279906	0.	1
-0.143131	0.0281502	0.	1
0.57443	0.15922	0.	1
0.355554	0.308435	0.	1
-0.428454	0.0383369	0.	1
-0.262437	0.566489	0.	1
0.581765	-0.536628	0.	1
-0.272561	0.277392	0.	1
0.245569	-0.487783	0.	1
0.00284728	-0.128697	0.	1
-0.215355	-0.78322	0.	1
0.517817	0.459529	0.	1
0.215889	0.565786	0.	1
-0.104373	0.20953	0.	1
0.0339444	0.0475788	0.	1
-0.0217442	0.608384	0.	1
0.354723	-0.111925	0.	1
-0.804656	0.0641255	0.	1
0.45687	0.0478614	0.	1
-0.387005	-0.74566	0.	1
-0.447046	-0.843619	0.	1
-0.160678	-0.335521	0.	1
-0.692473	-0.502613	0.	1
-0.553846	0.531706	0.	1
0.0390575	-0.602984	0.	1
0.733812	0.188553	0.	1
-0.272474	-0.415768	0.	1
0.528308	0.696017	0.	1
-0.460102	0.796771	0.	1
-0.81192	-0.0989651	0.	1
-0.0302454	-0.685986	0.	1
0.243814	-0.317768	0.	1
-0.396585	-0.458769	0.	1
0.23703	0.347126	0.	1
-0.296502	0.863557	0.	1
-0.494702	-0.204617	0.	1
0.172849	-0.0205039	0.	1
-0.741115	0.163577	0.	1
0.586229	-0.310865	0.	1
-0.648942	-0.332307	0.	1
0.913677	0.20377	0.	1
-0.156077	-0.234933	0.	1
-0.659128	0.580875	0.	1
0.48298	-0.10768	0.	1
0.0662113	0.812376	0.	1
-0.21861	0.710336	0.	1
0.43206	-0.265461	0.	1
-0.501727	-0.73583	0.	1
0.482631	-0.232979	0.	1
-0.208556	0.64713	0.	1
-0.279459	0.694638	0.	1
0.10497	0.857637	0.	1
0.0229973	0.862264	0.	1
0.518431	-0.0615404	0.	1
-0.62135	0.689263	0.	1
